"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"543541","21231","SWEETHEART CERAMIC TRINKET BOX",12,"2011-02-09 14:44:00",1.25,12462,"Spain"
"565840","21929","JUMBO BAG PINK VINTAGE PAISLEY",2,"2011-09-07 12:02:00",4.13,NA,"United Kingdom"
"572442","21576","LETS GO SHOPPING COTTON TOTE BAG",6,"2011-10-24 12:09:00",2.25,12546,"Spain"
"577402","21430","SET/3 RED GINGHAM ROSE STORAGE BOX",24,"2011-11-20 10:11:00",3.39,15465,"United Kingdom"
"538523","21833","CAMOUFLAGE LED TORCH",12,"2010-12-13 09:29:00",1.69,13198,"United Kingdom"
"569229","22099","CARAVAN SQUARE TISSUE BOX",2,"2011-10-02 14:56:00",0.39,14502,"United Kingdom"
"538508","22835","HOT WATER BOTTLE I AM SO POORLY",2,"2010-12-12 13:32:00",4.65,15998,"United Kingdom"
"545337","20829","GLITTER HANGING BUTTERFLY STRING",1,"2011-03-01 17:28:00",2.1,15984,"United Kingdom"
"539455","47348A","FUSCHIA VOILE POINTY SHOE DEC",1,"2010-12-17 17:17:00",1.95,12748,"United Kingdom"
"575366","23010","CIRCUS PARADE BABY GIFT SET",1,"2011-11-09 15:02:00",16.95,14621,"United Kingdom"
"568793","23029","DRAWER KNOB CRACKLE GLAZE GREEN",6,"2011-09-29 09:55:00",1.65,16011,"United Kingdom"
"541219","22746","POPPY'S PLAYHOUSE LIVINGROOM ",1,"2011-01-14 14:06:00",4.13,NA,"United Kingdom"
"549646","84755","COLOUR GLASS T-LIGHT HOLDER HANGING",16,"2011-04-11 11:51:00",0.65,12982,"United Kingdom"
"558718","21984","PACK OF 12 PINK PAISLEY TISSUES ",24,"2011-07-01 13:31:00",0.29,16589,"United Kingdom"
"559660","22193","RED DINER WALL CLOCK",2,"2011-07-11 13:19:00",8.5,16701,"United Kingdom"
"542268","85124B","BLUE JUICY FRUIT PHOTO FRAME",6,"2011-01-27 08:30:00",2.55,15358,"United Kingdom"
"572087","21949","SET OF 6 STRAWBERRY CHOPSTICKS",12,"2011-10-20 14:30:00",1.25,12683,"France"
"551719","20707","CRAZY DAISY HEART DECORATION",2,"2011-05-03 16:09:00",0.83,NA,"United Kingdom"
"542603","84879","ASSORTED COLOUR BIRD ORNAMENT",16,"2011-01-30 12:09:00",1.69,16985,"United Kingdom"
"567798","22507","MEMO BOARD RETROSPOT  DESIGN",6,"2011-09-22 12:00:00",4.95,13089,"United Kingdom"
"536544","21662","VINTAGE GLASS COFFEE CADDY",2,"2010-12-01 14:32:00",11.87,NA,"United Kingdom"
"560049","23032","DRAWER KNOB CRACKLE GLAZE IVORY",18,"2011-07-14 15:03:00",1.65,14857,"United Kingdom"
"569229","23012","GLASS APOTHECARY BOTTLE PERFUME",2,"2011-10-02 14:56:00",3.95,14502,"United Kingdom"
"562710","23322","LARGE WHITE HEART OF WICKER",40,"2011-08-08 14:37:00",2.55,14298,"United Kingdom"
"550123","22899","CHILDREN'S APRON DOLLY GIRL ",4,"2011-04-14 12:39:00",2.1,NA,"United Kingdom"
"558700","21935","SUKI  SHOULDER BAG",1,"2011-07-01 12:33:00",1.65,17920,"United Kingdom"
"538171","22899","CHILDREN'S APRON DOLLY GIRL ",1,"2010-12-09 20:01:00",2.1,17530,"United Kingdom"
"541110","90062","CARNIVAL BRACELET",2,"2011-01-13 15:11:00",12.75,15916,"United Kingdom"
"563933","22423","REGENCY CAKESTAND 3 TIER",1,"2011-08-21 15:54:00",12.75,16536,"United Kingdom"
"539766","21877","HOME SWEET HOME MUG",6,"2010-12-22 11:11:00",1.25,14092,"United Kingdom"
"581352","23569","TRADTIONAL ALPHABET STAMP SET",1,"2011-12-08 12:26:00",4.95,14698,"United Kingdom"
"568800","23504","PLAYING CARDS JUBILEE UNION JACK",12,"2011-09-29 10:45:00",1.25,14868,"United Kingdom"
"579297","22166","WALL MIRROR RECTANGLE DIAMANTE PINK",1,"2011-11-29 11:23:00",15.79,NA,"United Kingdom"
"552978","15056BL","EDWARDIAN PARASOL BLACK",60,"2011-05-12 14:46:00",4.95,12590,"Germany"
"580027","22139","RETROSPOT TEA SET CERAMIC 11 PC ",2,"2011-12-01 12:01:00",4.95,14178,"United Kingdom"
"563012","84510C","SET OF 4 POLKADOT COASTERS",2,"2011-08-11 12:00:00",1.25,17284,"United Kingdom"
"568787","90063A","WHITE VINT ART DECO CRYSTAL NECKLAC",2,"2011-09-29 09:19:00",8.5,13741,"United Kingdom"
"564173","23168","CLASSIC CAFE SUGAR DISPENSER",12,"2011-08-23 14:23:00",1.25,12567,"France"
"557938","22720","SET OF 3 CAKE TINS PANTRY DESIGN ",1,"2011-06-23 15:35:00",10.79,NA,"United Kingdom"
"565292","22950","36 DOILIES VINTAGE CHRISTMAS",12,"2011-09-02 11:54:00",1.45,16102,"United Kingdom"
"550490","22776","SWEETHEART CAKESTAND 3 TIER",1,"2011-04-18 14:32:00",9.95,17054,"United Kingdom"
"549353","22694","WICKER STAR ",6,"2011-04-08 11:21:00",2.1,13962,"United Kingdom"
"555344","22752","SET 7 BABUSHKA NESTING BOXES",1,"2011-06-02 11:45:00",8.5,15311,"United Kingdom"
"552687","21035","SET/2 RED RETROSPOT TEA TOWELS ",3,"2011-05-10 15:09:00",6.25,NA,"United Kingdom"
"C545504","22224","WHITE LOVEBIRD LANTERN",-2,"2011-03-03 11:35:00",2.95,13630,"United Kingdom"
"562933","22377","BOTTLE BAG RETROSPOT ",1,"2011-08-10 16:51:00",4.13,NA,"United Kingdom"
"581498","22358","KINGS CHOICE TEA CADDY ",1,"2011-12-09 10:26:00",5.79,NA,"United Kingdom"
"543172","20615","BLUE POLKADOT PASSPORT COVER",1,"2011-02-04 09:11:00",4.13,NA,"United Kingdom"
"560915","23203","JUMBO BAG DOILEY PATTERNS",10,"2011-07-21 18:19:00",2.08,13313,"United Kingdom"
"578270","21916","SET 12 RETRO WHITE CHALK STICKS",2,"2011-11-23 13:39:00",0.83,14096,"United Kingdom"
"565473","23209","LUNCH BAG VINTAGE DOILY ",10,"2011-09-05 10:27:00",1.65,16717,"United Kingdom"
"573548","22577","WOODEN HEART CHRISTMAS SCANDINAVIAN",10,"2011-10-31 13:22:00",0.29,13680,"United Kingdom"
"554694","79190B","RETRO PLASTIC POLKA TRAY",1,"2011-05-25 17:06:00",0.83,NA,"United Kingdom"
"571716","22692","DOORMAT WELCOME TO OUR HOME",1,"2011-10-18 17:05:00",15.79,NA,"United Kingdom"
"580819","22753","SMALL YELLOW BABUSHKA NOTEBOOK ",24,"2011-12-06 11:30:00",0.21,15318,"United Kingdom"
"564201","23547","WRAP FLOWER SHOP  ",25,"2011-08-24 08:09:00",0.42,12540,"Spain"
"551776","22922","FRIDGE MAGNETS US DINER ASSORTED",6,"2011-05-04 11:23:00",0.85,13268,"United Kingdom"
"561794","21313","GLASS HEART T-LIGHT HOLDER ",12,"2011-07-29 13:11:00",0.85,12921,"United Kingdom"
"564133","21261","GREEN GOOSE FEATHER CHRISTMAS TREE ",6,"2011-08-23 11:01:00",2.95,14364,"United Kingdom"
"571829","22993","SET OF 4 PANTRY JELLY MOULDS",12,"2011-10-19 11:53:00",1.25,16131,"United Kingdom"
"567156","22561","WOODEN SCHOOL COLOURING SET",1,"2011-09-16 17:05:00",1.65,14462,"United Kingdom"
"571239","21947","SET OF 6 HEART CHOPSTICKS",12,"2011-10-14 14:54:00",1.25,12744,"Singapore"
"540832","21955","DOORMAT UNION JACK GUNS AND ROSES",1,"2011-01-11 14:42:00",12.46,NA,"United Kingdom"
"539718","22470","HEART OF WICKER LARGE",1,"2010-12-21 13:06:00",5.91,NA,"United Kingdom"
"561116","20719","WOODLAND CHARLOTTE BAG",10,"2011-07-25 12:22:00",0.85,13520,"Switzerland"
"569383","22692","DOORMAT WELCOME TO OUR HOME",10,"2011-10-03 16:46:00",7.08,15159,"United Kingdom"
"580305","22976","CIRCUS PARADE CHILDRENS EGG CUP ",1,"2011-12-02 14:26:00",1.25,12970,"United Kingdom"
"571046","23294","SET OF 6 SNACK LOAF BAKING CASES",1,"2011-10-13 13:35:00",0.83,18096,"United Kingdom"
"557231","22356","CHARLOTTE BAG PINK POLKADOT",6,"2011-06-17 14:09:00",2.46,NA,"United Kingdom"
"556428","20735","BLACK MINI TAPE MEASURE ",2,"2011-06-10 13:23:00",1.63,NA,"United Kingdom"
"554700","20665","RED RETROSPOT PURSE ",6,"2011-05-26 09:18:00",2.95,12613,"Germany"
"551548","22196","SMALL HEART MEASURING SPOONS",12,"2011-05-03 09:44:00",0.85,14149,"United Kingdom"
"552672","22196","SMALL HEART MEASURING SPOONS",1,"2011-05-10 15:06:00",1.63,NA,"United Kingdom"
"551028","84879","ASSORTED COLOUR BIRD ORNAMENT",8,"2011-04-26 11:30:00",1.69,13842,"United Kingdom"
"579187","23399","HOME SWEET HOME HANGING HEART",4,"2011-11-28 15:31:00",2.08,NA,"United Kingdom"
"544323","22616","PACK OF 12 LONDON TISSUES ",6,"2011-02-17 15:51:00",0.29,NA,"United Kingdom"
"556509","23253","16 PIECE CUTLERY SET PANTRY DESIGN",2,"2011-06-13 10:33:00",15.95,12708,"Germany"
"538071","22413","METAL SIGN TAKE IT OR LEAVE IT ",1,"2010-12-09 14:09:00",5.91,NA,"United Kingdom"
"544928","21992","VINTAGE PAISLEY STATIONERY SET",4,"2011-02-24 18:07:00",2.46,NA,"United Kingdom"
"580691","90214W","LETTER ""W"" BLING KEY RING",12,"2011-12-05 15:48:00",0.29,13790,"United Kingdom"
"572192","21931","JUMBO STORAGE BAG SUKI",3,"2011-10-21 11:30:00",2.08,18118,"United Kingdom"
"546387","22989","SET 2 PANTRY DESIGN TEA TOWELS",12,"2011-03-11 13:34:00",3.25,16766,"United Kingdom"
"556845","21499","BLUE POLKADOT WRAP",25,"2011-06-15 11:30:00",0.42,17511,"United Kingdom"
"558460","21213","PACK OF 72 SKULL CAKE CASES",24,"2011-06-29 14:53:00",0.55,16779,"United Kingdom"
"559107","22488","NATURAL SLATE RECTANGLE CHALKBOARD",4,"2011-07-06 11:22:00",1.65,15334,"United Kingdom"
"551997","22663","JUMBO BAG DOLLY GIRL DESIGN",1,"2011-05-05 15:47:00",4.13,NA,"United Kingdom"
"555091","23302","KNEELING MAT HOUSEWORK  DESIGN",1,"2011-05-31 12:50:00",1.65,12748,"United Kingdom"
"544051","22662","LUNCH BAG DOLLY GIRL DESIGN",10,"2011-02-15 12:40:00",1.65,16700,"United Kingdom"
"571713","23528","WALL ART SPACEBOY",1,"2011-10-18 16:58:00",7.46,NA,"United Kingdom"
"540468","22135","MINI LADLE LOVE HEART PINK",12,"2011-01-07 13:55:00",0.43,NA,"United Kingdom"
"560504","22699","ROSES REGENCY TEACUP AND SAUCER ",6,"2011-07-19 11:47:00",2.95,13081,"United Kingdom"
"566094","51014C","FEATHER PEN,COAL BLACK",12,"2011-09-09 10:42:00",0.39,17965,"United Kingdom"
"572550","22653","BUTTON BOX ",3,"2011-10-24 17:06:00",1.63,NA,"United Kingdom"
"539391","22845","VINTAGE CREAM CAT FOOD CONTAINER",4,"2010-12-17 11:51:00",6.35,12417,"Belgium"
"544690","22840","ROUND CAKE TIN VINTAGE RED",12,"2011-02-23 08:48:00",6.95,14156,"EIRE"
"578824","22423","REGENCY CAKESTAND 3 TIER",4,"2011-11-25 14:02:00",12.75,17883,"United Kingdom"
"551747","85173","SET/6 FROG PRINCE T-LIGHT CANDLES",48,"2011-05-04 11:00:00",0.85,14298,"United Kingdom"
"578325","21889","WOODEN BOX OF DOMINOES",1,"2011-11-23 17:43:00",1.25,16343,"United Kingdom"
"C550648","22558","CLOTHES PEGS RETROSPOT PACK 24 ",-2,"2011-04-19 16:36:00",1.65,13134,"United Kingdom"
"552286","21034","REX CASH+CARRY JUMBO SHOPPER",2,"2011-05-08 13:07:00",0.95,16393,"United Kingdom"
"550193","22558","CLOTHES PEGS RETROSPOT PACK 24 ",12,"2011-04-15 09:27:00",1.65,13952,"United Kingdom"
"550630","84596F","SMALL MARSHMALLOWS PINK BOWL",24,"2011-04-19 14:49:00",0.42,14298,"United Kingdom"
"563896","23342","MINT DINER WALL CLOCK",2,"2011-08-21 10:44:00",8.5,17061,"United Kingdom"
"549023","16237","SLEEPING CAT ERASERS",1,"2011-04-05 16:27:00",0.42,NA,"United Kingdom"
"568180","22813","PACK 3 BOXES BIRD PANNETONE ",3,"2011-09-25 13:42:00",1.95,15429,"United Kingdom"
"548664","22288","HANGING METAL RABBIT DECORATION",24,"2011-04-01 14:45:00",1.25,14911,"EIRE"
"551136","21238","RED RETROSPOT CUP",8,"2011-04-26 13:05:00",0.85,15301,"United Kingdom"
"543115","21910","WAY OUT METAL SIGN ",6,"2011-02-03 13:27:00",1.65,14606,"United Kingdom"
"580647","22983","CARD BILLBOARD FONT",12,"2011-12-05 13:14:00",0.42,14083,"United Kingdom"
"550638","16237","SLEEPING CAT ERASERS",1,"2011-04-19 15:44:00",0.42,NA,"United Kingdom"
"553570","22983","CARD BILLBOARD FONT",12,"2011-05-18 09:23:00",0.42,13756,"United Kingdom"
"560777","20712","JUMBO BAG WOODLAND ANIMALS",4,"2011-07-21 09:30:00",4.13,NA,"United Kingdom"
"575828","84832","ZINC WILLIE WINKIE  CANDLE STICK",12,"2011-11-11 11:34:00",0.85,17162,"United Kingdom"
"575607","21876","POTTERING MUG",1,"2011-11-10 12:37:00",3.29,14096,"United Kingdom"
"578515","21485","RETROSPOT HEART HOT WATER BOTTLE",1,"2011-11-24 13:40:00",4.95,16885,"United Kingdom"
"567095","82482","WOODEN PICTURE FRAME WHITE FINISH",6,"2011-09-16 13:03:00",2.95,17049,"United Kingdom"
"563328","20977","36 PENCILS TUBE WOODLAND",1,"2011-08-15 13:07:00",1.25,14606,"United Kingdom"
"554640","47566","PARTY BUNTING",150,"2011-05-25 12:06:00",4.15,14680,"United Kingdom"
"543660","22891","TEA FOR ONE POLKADOT",1,"2011-02-11 10:40:00",8.29,NA,"United Kingdom"
"541424","22377","BOTTLE BAG RETROSPOT ",6,"2011-01-17 17:57:00",1.63,NA,"United Kingdom"
"556812","22154","ANGEL DECORATION 3 BUTTONS ",4,"2011-06-14 17:25:00",0.83,NA,"United Kingdom"
"562586","22121","NOEL WOODEN BLOCK LETTERS ",12,"2011-08-07 14:33:00",5.45,16066,"United Kingdom"
"541422","22804","CANDLEHOLDER PINK HANGING HEART",12,"2011-01-17 17:48:00",2.46,NA,"United Kingdom"
"580303","23300","GARDENERS KNEELING PAD CUP OF TEA ",12,"2011-12-02 14:18:00",1.65,16626,"United Kingdom"
"545582","21210","SET OF 72 RETROSPOT PAPER  DOILIES",96,"2011-03-04 09:05:00",1.25,13694,"United Kingdom"
"574677","21164","HOME SWEET HOME METAL SIGN ",1,"2011-11-06 12:32:00",2.95,16445,"United Kingdom"
"571272","47566","PARTY BUNTING",6,"2011-10-16 12:19:00",4.95,13878,"United Kingdom"
"544776","21239","PINK  POLKADOT CUP",3,"2011-02-23 11:39:00",1.63,NA,"United Kingdom"
"580595","23504","PLAYING CARDS JUBILEE UNION JACK",12,"2011-12-05 10:38:00",1.25,14194,"United Kingdom"
"557746","22854","CREAM SWEETHEART EGG HOLDER",2,"2011-06-22 12:24:00",4.95,15059,"United Kingdom"
"537638","16238","PARTY TIME PENCIL ERASERS",4,"2010-12-07 15:28:00",0.43,NA,"United Kingdom"
"543821","22282","12 EGG HOUSE PAINTED WOOD",2,"2011-02-14 09:24:00",12.75,17667,"United Kingdom"
"579541","20992","JAZZ HEARTS PURSE NOTEBOOK",6,"2011-11-30 10:12:00",0.39,14653,"United Kingdom"
"563940","22385","JUMBO BAG SPACEBOY DESIGN",10,"2011-08-22 09:30:00",2.08,17416,"United Kingdom"
"546008","22311","OFFICE MUG WARMER BLACK+SILVER ",2,"2011-03-08 15:43:00",5.79,NA,"United Kingdom"
"573373","22865","HAND WARMER OWL DESIGN",2,"2011-10-30 13:37:00",2.1,14684,"United Kingdom"
"568049","21984","PACK OF 12 PINK PAISLEY TISSUES ",1,"2011-09-23 12:38:00",0.39,17841,"United Kingdom"
"539745","84032B","CHARLIE + LOLA RED HOT WATER BOTTLE",1,"2010-12-21 15:21:00",5.91,NA,"United Kingdom"
"553739","23254","KIDS CUTLERY DOLLY GIRL ",4,"2011-05-19 09:23:00",4.15,14895,"United Kingdom"
"537136","21980","PACK OF 12 RED RETROSPOT TISSUES ",12,"2010-12-05 12:42:00",0.29,12748,"United Kingdom"
"577694","23275","SET OF 3 HANGING OWLS OLLIE BEAK",7,"2011-11-21 11:50:00",1.25,14702,"United Kingdom"
"546977","DOT","DOTCOM POSTAGE",1,"2011-03-18 12:08:00",218.08,NA,"United Kingdom"
"568553","23167","SMALL CERAMIC TOP STORAGE JAR ",12,"2011-09-27 15:17:00",0.83,15674,"United Kingdom"
"573576","21524","DOORMAT SPOTTY HOME SWEET HOME",1,"2011-10-31 14:09:00",16.63,14096,"United Kingdom"
"576626","21883","STARS GIFT TAPE ",2,"2011-11-15 17:26:00",0.65,12890,"United Kingdom"
"561653","84660C","PINK STITCHED WALL CLOCK",20,"2011-07-28 15:55:00",0.79,14002,"United Kingdom"
"573343","23439","HAND WARMER RED LOVE HEART",2,"2011-10-30 11:59:00",2.1,13566,"United Kingdom"
"549241","22939","APRON APPLE DELIGHT",1,"2011-04-07 11:40:00",4.95,15719,"United Kingdom"
"539293","15056N","EDWARDIAN PARASOL NATURAL",3,"2010-12-16 16:42:00",5.95,18223,"United Kingdom"
"569672","20996","JAZZ HEARTS ADDRESS BOOK",48,"2011-10-05 13:58:00",0.19,17841,"United Kingdom"
"573287","23207","LUNCH BAG ALPHABET DESIGN",10,"2011-10-28 14:42:00",1.65,14194,"United Kingdom"
"545417","22726","ALARM CLOCK BAKELIKE GREEN",4,"2011-03-02 13:42:00",3.75,15622,"United Kingdom"
"561857","20713","JUMBO BAG OWLS",10,"2011-07-29 16:24:00",2.08,13004,"United Kingdom"
"562129","22471","TV DINNER TRAY AIR HOSTESS ",3,"2011-08-03 09:09:00",4.95,13186,"United Kingdom"
"580163","47591D","PINK FAIRY CAKE CHILDRENS APRON",8,"2011-12-02 11:12:00",1.95,12828,"United Kingdom"
"C553780","22725","ALARM CLOCK BAKELIKE CHOCOLATE",-2,"2011-05-19 10:53:00",3.75,15730,"United Kingdom"
"556636","20733","GOLD MINI TAPE MEASURE ",3,"2011-06-13 15:30:00",0.83,NA,"United Kingdom"
"544278","22419","LIPSTICK PEN RED",12,"2011-02-17 12:01:00",0.42,15382,"United Kingdom"
"539610","90214D","LETTER ""D"" BLING KEY RING",1,"2010-12-20 14:33:00",1.25,14606,"United Kingdom"
"564840","22489","PACK OF 12 TRADITIONAL CRAYONS",1,"2011-08-30 12:49:00",0.83,NA,"United Kingdom"
"540976","48138","DOORMAT UNION FLAG",2,"2011-01-12 15:00:00",7.95,12652,"France"
"553203","22804","CANDLEHOLDER PINK HANGING HEART",18,"2011-05-15 16:10:00",2.95,14911,"EIRE"
"557846","23238","SET OF 4 KNICK KNACK TINS LONDON ",6,"2011-06-23 10:44:00",4.15,17365,"United Kingdom"
"561051","22423","REGENCY CAKESTAND 3 TIER",32,"2011-07-24 13:11:00",10.95,16684,"United Kingdom"
"546648","22423","REGENCY CAKESTAND 3 TIER",13,"2011-03-15 14:15:00",24.96,NA,"United Kingdom"
"560569","23286","BLUE VINTAGE SPOT BEAKER",8,"2011-07-19 14:04:00",0.85,12480,"Germany"
"574033","23470","CARD HOLDER LOVE BIRD LARGE ",4,"2011-11-02 12:44:00",6.25,16558,"United Kingdom"
"539958","21775","DECORATIVE FLORE BATHROOM BOTTLE",12,"2010-12-23 13:26:00",1.28,NA,"United Kingdom"
"549901","22055","MINI CAKE STAND  HANGING STRAWBERY",3,"2011-04-12 16:17:00",1.65,17180,"United Kingdom"
"545663","79321","CHILLI LIGHTS",4,"2011-03-04 14:52:00",5.75,13491,"United Kingdom"
"544791","20749","ASSORTED COLOUR MINI CASES",2,"2011-02-23 12:33:00",7.95,14289,"United Kingdom"
"571034","85099B","JUMBO BAG RED RETROSPOT",10,"2011-10-13 12:47:00",2.08,12359,"Cyprus"
"575930","21790","VINTAGE SNAP CARDS",5,"2011-11-11 17:58:00",1.63,NA,"United Kingdom"
"576645","23367","SET 12 COLOUR PENCILS SPACEBOY ",16,"2011-11-16 10:14:00",0.65,16245,"United Kingdom"
"547793","22301","COFFEE MUG CAT + BIRD DESIGN",6,"2011-03-25 12:10:00",2.55,14758,"United Kingdom"
"556222","85062","PEARL CRYSTAL PUMPKIN T-LIGHT HLDR",18,"2011-06-09 14:23:00",1.65,17522,"United Kingdom"
"576064","20724","RED RETROSPOT CHARLOTTE BAG",5,"2011-11-13 15:37:00",0.85,12508,"France"
"566769","23424","GINGHAM RECIPE BOOK BOX",4,"2011-09-15 08:27:00",4.95,18211,"United Kingdom"
"542174","21790","VINTAGE SNAP CARDS",12,"2011-01-26 11:14:00",0.85,16043,"United Kingdom"
"548404","22741","FUNKY DIVA PEN",48,"2011-03-31 09:38:00",0.85,16398,"United Kingdom"
"558340","22414","DOORMAT NEIGHBOURHOOD WITCH ",1,"2011-06-28 14:01:00",0,NA,"United Kingdom"
"554124","90050","CRACKED GLAZE NECKLACE IVORY",3,"2011-05-23 08:31:00",6.95,13339,"United Kingdom"
"544812","22960","JAM MAKING SET WITH JARS",2,"2011-02-23 15:58:00",8.29,NA,"United Kingdom"
"545053","21900","KEY FOB , SHED",8,"2011-02-27 12:41:00",0.65,17516,"United Kingdom"
"548311","21874","GIN AND TONIC MUG",12,"2011-03-30 12:05:00",1.25,13728,"United Kingdom"
"562453","21745","GAOLERS KEYS DECORATIVE GARDEN ",4,"2011-08-05 10:31:00",3.75,18097,"United Kingdom"
"541523","22629","SPACEBOY LUNCH BOX ",1,"2011-01-19 10:09:00",1.95,17708,"United Kingdom"
"576075","21975","PACK OF 60 DINOSAUR CAKE CASES",6,"2011-11-13 16:16:00",0.55,15861,"United Kingdom"
"543345","21907","I'M ON HOLIDAY METAL SIGN",1,"2011-02-07 12:29:00",4.13,NA,"United Kingdom"
"580881","23343","JUMBO BAG VINTAGE CHRISTMAS ",10,"2011-12-06 12:19:00",2.08,16620,"United Kingdom"
"552232","21755","LOVE BUILDING BLOCK WORD",1,"2011-05-06 15:54:00",11.63,NA,"United Kingdom"
"548666","20751","FUNKY WASHING UP GLOVES ASSORTED",4,"2011-04-01 14:58:00",2.1,13124,"United Kingdom"
"575512","22141","CHRISTMAS CRAFT TREE TOP ANGEL",6,"2011-11-10 10:36:00",2.1,14121,"United Kingdom"
"573485","23507","MINI PLAYING CARDS BUFFALO BILL ",2,"2011-10-31 11:37:00",0.42,15752,"United Kingdom"
"566060","22466","FAIRY TALE COTTAGE NIGHT LIGHT",1,"2011-09-08 15:27:00",4.13,NA,"United Kingdom"
"553363","23203","JUMBO BAG DOILEY PATTERNS",10,"2011-05-16 14:19:00",2.08,13650,"United Kingdom"
"561037","23292","SPACEBOY CHILDRENS CUP",16,"2011-07-24 11:55:00",1.25,12472,"Germany"
"542255","85203","HANGING WOOD AND FELT BUTTERFLY ",1,"2011-01-26 16:43:00",0.79,NA,"United Kingdom"
"564060","22319","HAIRCLIPS FORTIES FABRIC ASSORTED",12,"2011-08-22 14:37:00",0.65,17073,"United Kingdom"
"571215","20682","RED RETROSPOT CHILDRENS UMBRELLA",6,"2011-10-14 12:57:00",3.25,13810,"Germany"
"543282","22722","SET OF 6 SPICE TINS PANTRY DESIGN",1,"2011-02-06 16:08:00",3.95,12956,"United Kingdom"
"566590","84077","WORLD WAR 2 GLIDERS ASSTD DESIGNS",48,"2011-09-13 14:51:00",0.29,14032,"United Kingdom"
"557482","22411","JUMBO SHOPPER VINTAGE RED PAISLEY",3,"2011-06-20 14:11:00",4.13,NA,"United Kingdom"
"541266","22988","SOLDIERS EGG CUP ",12,"2011-01-16 16:25:00",1.25,15673,"United Kingdom"
"564733","46000U","POLYESTER FILLER PAD 30CMx30CM",2,"2011-08-28 13:18:00",1.25,17841,"United Kingdom"
"574474","21591","COSY HOUR CIGAR BOX MATCHES ",1,"2011-11-04 12:05:00",1.25,17979,"United Kingdom"
"C543755","22568","FELTCRAFT CUSHION OWL",-4,"2011-02-11 14:48:00",3.75,14304,"United Kingdom"
"567211","23328","SET 6 SCHOOL MILK BOTTLES IN CRATE",3,"2011-09-19 11:02:00",3.75,14159,"United Kingdom"
"543094","84580","MOUSE TOY WITH PINK T-SHIRT",2,"2011-02-03 11:28:00",3.75,16030,"United Kingdom"
"565231","84510A","SET OF 4 ENGLISH ROSE COASTERS",1,"2011-09-02 09:26:00",2.46,NA,"United Kingdom"
"580730","23113","PANTRY CHOPPING BOARD",1,"2011-12-05 17:28:00",10.79,NA,"United Kingdom"
"546541","21363","HOME SMALL WOOD LETTERS",3,"2011-03-14 15:11:00",4.95,14911,"EIRE"
"556475","22501","PICNIC BASKET WICKER LARGE",3,"2011-06-12 12:03:00",9.95,18109,"United Kingdom"
"574363","23133","LARGE IVORY HEART WALL ORGANISER",104,"2011-11-04 10:57:00",5.66,18102,"United Kingdom"
"570672","85183B","CHARLIE & LOLA WASTEPAPER BIN FLORA",12,"2011-10-11 14:52:00",1.25,12536,"France"
"562370","22554","PLASTERS IN TIN WOODLAND ANIMALS",24,"2011-08-04 14:20:00",1.65,12626,"Germany"
"567661","90201A","PURPLE ENAMEL FLOWER RING",1,"2011-09-21 15:06:00",2.95,13959,"United Kingdom"
"536742","84380","SET OF 3 BUTTERFLY COOKIE CUTTERS",1,"2010-12-02 13:14:00",1.25,16916,"United Kingdom"
"578017","21428","SET3 BOOK BOX GREEN GINGHAM FLOWER ",1,"2011-11-22 13:07:00",4.25,13569,"United Kingdom"
"578041","23439","HAND WARMER RED LOVE HEART",2,"2011-11-22 14:23:00",2.1,17338,"United Kingdom"
"544591","22561","WOODEN SCHOOL COLOURING SET",12,"2011-02-21 15:20:00",1.65,13044,"United Kingdom"
"561502","22798","ANTIQUE GLASS DRESSING TABLE POT",8,"2011-07-27 14:14:00",2.95,14305,"United Kingdom"
"562276","20725","LUNCH BAG RED RETROSPOT",10,"2011-08-04 10:23:00",1.65,17735,"United Kingdom"
"541207","85123A","WHITE HANGING HEART T-LIGHT HOLDER",12,"2011-01-14 12:27:00",2.95,17685,"United Kingdom"
"558759","23207","LUNCH BAG ALPHABET DESIGN",10,"2011-07-03 12:36:00",1.65,13148,"United Kingdom"
"578065","85049E","SCANDINAVIAN REDS RIBBONS",1,"2011-11-22 15:41:00",2.46,NA,"United Kingdom"
"566518","23321","SMALL WHITE HEART OF WICKER",1,"2011-09-13 11:24:00",1.65,17779,"United Kingdom"
"557214","84946","ANTIQUE SILVER T-LIGHT GLASS",12,"2011-06-17 12:20:00",1.25,17677,"United Kingdom"
"549436","21654","RIDGED GLASS FINGER BOWL",2,"2011-04-08 12:34:00",0.39,18041,"United Kingdom"
"559506","20956","PORCELAIN T-LIGHT HOLDERS ASSORTED",1,"2011-07-08 15:17:00",2.46,NA,"United Kingdom"
"580982","23007"," SPACEBOY BABY GIFT SET",1,"2011-12-06 16:21:00",16.95,17861,"United Kingdom"
"561692","22558","CLOTHES PEGS RETROSPOT PACK 24 ",12,"2011-07-29 09:48:00",1.65,14143,"United Kingdom"
"564355","23146","TRIPLE HOOK ANTIQUE IVORY ROSE",4,"2011-08-24 15:12:00",3.29,13507,"United Kingdom"
"563893","21042","RED RETROSPOT APRON ",2,"2011-08-19 17:10:00",5.95,16330,"United Kingdom"
"547964","23076","ICE CREAM SUNDAE LIP GLOSS",3,"2011-03-28 15:45:00",2.46,NA,"United Kingdom"
